timestamp,name,free_spaces,max_spaces,occupied_spaces
01112023-1415,Liebig-Center,238,250,12
19112023-1805,Liebig-Center,242,250,8
15112023-1945,Liebig-Center,242,250,8
14112023-1730,Liebig-Center,238,250,12
14112023-1750,Liebig-Center,240,250,10
04112023-1520,Liebig-Center,239,250,11
13112023-1905,Liebig-Center,243,250,7
03112023-1405,Liebig-Center,240,250,10
07112023-1009,Liebig-Center,238,250,12
04112023-1036,Liebig-Center,242,250,8
11112023-2015,Liebig-Center,243,250,7
05112023-2020,Liebig-Center,241,250,9
27102023-2051,Liebig-Center,245,250,5
30102023-1240,Liebig-Center,241,250,9
06112023-1306,Liebig-Center,239,250,11
31102023-1316,Liebig-Center,237,250,13
02112023-1746,Liebig-Center,244,250,6
11112023-1619,Liebig-Center,240,250,10
28102023-1900,Liebig-Center,245,250,5
19112023-1816,Liebig-Center,242,250,8
09112023-1635,Liebig-Center,243,250,7
12112023-1825,Liebig-Center,244,250,6
18112023-1955,Liebig-Center,240,250,10
12112023-1630,Liebig-Center,239,250,11
30102023-1220,Liebig-Center,241,250,9
09112023-1030,Liebig-Center,242,250,8
29102023-1836,Liebig-Center,240,250,10
16112023-1639,Liebig-Center,238,250,12
11112023-1735,Liebig-Center,240,250,10
08112023-1515,Liebig-Center,234,250,16
28102023-1850,Liebig-Center,245,250,5
07112023-1130,Liebig-Center,235,250,15
13112023-1016,Liebig-Center,240,250,10
12112023-1235,Liebig-Center,241,250,9
16112023-1105,Liebig-Center,239,250,11
08112023-1531,Liebig-Center,234,250,16
16112023-1840,Liebig-Center,239,250,11
27102023-0905,Liebig-Center,243,250,7
12112023-1134,Liebig-Center,240,250,10
17112023-1540,Liebig-Center,233,250,17
